,Company Name,Date,Curr Rtg,Industry Type,years,Year,GDP,PX_LAST
5652,Weatherford International Ltd,2015-03-11,2,Oilfield Services & Equipment Manufacturing,9.213057078516329,2015,0.03733960511034673,0.1427183033790591
5653,Weatherford International Ltd,2015-11-03,3,Oilfield Services & Equipment Manufacturing,9.861941039172605,2015,0.03733960511034673,0.1427183033790591
5654,ERP Operating LP,2015-04-30,1,Apartment REIT,9.37733149893564,2015,0.03733960511034673,0.1427183033790591
5655,Equity Residential,2015-04-30,1,Apartment REIT,9.37733149893564,2015,0.03733960511034673,0.1427183033790591
5656,Targa Pipeline Partners LP,2015-03-04,3,Midstream - Oil & Gas,9.240436148586213,2015,0.03733960511034673,0.1427183033790591
5657,Transatlantic Holdings Inc,2015-04-13,2,Property & Casualty Reinsurance Premiums,9.352690335872742,2015,0.03733960511034673,0.1427183033790591
5658,Compass Bank,2015-10-06,2,Banks,9.872892667200558,2015,0.03733960511034673,0.1427183033790591
5659,BBVA Compass Bancshares Inc,2015-10-06,2,Banks,9.872892667200558,2015,0.03733960511034673,0.1427183033790591
5660,Allergan Inc/United States,2015-05-10,2,Commercial Profitable Specialty Pharmaceuticals,9.481371965201202,2015,0.03733960511034673,0.1427183033790591
5661,Chaparral Energy Inc,2015-10-02,3,Exploration & Production,9.881106388221525,2015,0.03733960511034673,0.1427183033790591
5662,Team Health Inc,2015-08-05,3,Health Care Services,9.79896917801187,2015,0.03733960511034673,0.1427183033790591
5663,Tunica-Biloxi Gaming Authority,2015-05-20,5,Casinos,9.547081733368927,2015,0.03733960511034673,0.1427183033790591
5664,SS&C Technologies Inc,2015-02-04,3,Application Software,9.276028939677063,2015,0.03733960511034673,0.1427183033790591
5665,SS&C Technologies Inc,2015-06-19,3,Application Software,9.645646385620513,2015,0.03733960511034673,0.1427183033790591
5666,EI du Pont de Nemours & Co,2015-10-07,1,Specialty Chemicals Manufacturing,9.949554063396237,2015,0.03733960511034673,0.1427183033790591
5667,EI du Pont de Nemours & Co,2015-12-11,1,Specialty Chemicals Manufacturing,10.12751801885049,2015,0.03733960511034673,0.1427183033790591
5668,NTELOS Holdings Corp,2015-03-20,3,Wireless Service Providers,9.432089639075409,2015,0.03733960511034673,0.1427183033790591
5669,Nasdaq Inc,2015-12-09,2,Security & Commodity Exchanges,10.174062437969294,2015,0.03733960511034673,0.1427183033790591
5670,Solera Holdings Inc,2015-08-24,3,Enterprise Software,9.437565453089386,2015,0.03733960511034673,0.1427183033790591
5671,Quicksilver Resources Inc,2015-02-19,5,Natural Gas Production,8.966645447887363,2015,0.03733960511034673,0.1427183033790591
5672,Bon-Ton Stores Inc/The,2015-12-01,4,Mid-Tier Department Stores,9.785279642976926,2015,0.03733960511034673,0.1427183033790591
5673,Viacom Inc,2015-11-05,2,Cable Networks,9.722307781816191,2015,0.03733960511034673,0.1427183033790591
5674,Viacom Inc,2015-12-17,2,Cable Networks,9.837299876109709,2015,0.03733960511034673,0.1427183033790591
5675,MUFG Americas Holdings Corp,2015-10-23,1,Banks,9.77706592195596,2015,0.03733960511034673,0.1427183033790591
5676,MUFG Americas Holdings Corp,2015-11-30,1,Banks,9.881106388221523,2015,0.03733960511034673,0.1427183033790591
5677,Deluxe Entertainment Services Group Inc,2015-10-28,3,Film Distribution,9.788017549983916,2015,0.03733960511034673,0.1427183033790591
5678,Terex Corp,2015-08-13,3,Construction Machinery Manufacturing,9.182940101439454,2015,0.03733960511034673,0.1427183033790591
5679,Terex Corp,2015-12-03,3,Construction Machinery Manufacturing,9.489585686222167,2015,0.03733960511034673,0.1427183033790591
5680,HSBC USA Inc,2015-02-03,1,Banks,8.627144979020787,2015,0.03733960511034673,0.1427183033790591
5681,HSBC Bank USA NA,2015-02-03,1,Banks,8.627144979020787,2015,0.03733960511034673,0.1427183033790591
5682,HSBC Bank USA NA,2015-06-09,1,Banks,8.97212126190134,2015,0.03733960511034673,0.1427183033790591
5683,Alleghany Corp,2015-04-13,2,Casualty Lines Premiums,8.824274283523959,2015,0.03733960511034673,0.1427183033790591
5684,NPC International Inc,2015-04-17,3,Fast Food Restaurants - Franchise,9.032355216055088,2015,0.03733960511034673,0.1427183033790591
5685,Aetna Health of California Inc,2015-07-03,1,Managed Care,9.109016612250766,2015,0.03733960511034673,0.1427183033790591
5686,Aetna Health Inc/CT,2015-07-03,1,Managed Care,9.109016612250766,2015,0.03733960511034673,0.1427183033790591
5687,Aetna Health Inc/FL,2015-07-03,1,Life Insurance,9.109016612250766,2015,0.03733960511034673,0.1427183033790591
5688,Aetna Health Inc/GA,2015-07-03,1,Life Insurance,9.109016612250766,2015,0.03733960511034673,0.1427183033790591
5689,Aetna Health Inc/MI,2015-07-03,1,Life Insurance,9.109016612250766,2015,0.03733960511034673,0.1427183033790591
5690,Aetna Health Inc/NJ,2015-07-03,1,Life Insurance,9.109016612250766,2015,0.03733960511034673,0.1427183033790591
5691,Aetna Health Inc/NY,2015-07-03,1,Life Insurance,9.109016612250766,2015,0.03733960511034673,0.1427183033790591
5692,Aetna Health Inc/PA,2015-07-03,1,Life Insurance,9.109016612250766,2015,0.03733960511034673,0.1427183033790591
5693,Aetna Health Inc/TX,2015-07-03,1,Life Insurance,9.109016612250766,2015,0.03733960511034673,0.1427183033790591
5694,Aetna Dental of California Inc,2015-07-03,1,Managed Care,9.109016612250766,2015,0.03733960511034673,0.1427183033790591
5695,Aetna Dental Inc/NJ,2015-07-03,1,Insurance Brokers,9.109016612250766,2015,0.03733960511034673,0.1427183033790591
5696,Aetna Dental Inc/TX,2015-07-03,1,Managed Care,9.109016612250766,2015,0.03733960511034673,0.1427183033790591
5697,Aetna Health Inc/ME,2015-07-03,1,Life Insurance,9.109016612250766,2015,0.03733960511034673,0.1427183033790591
5698,Aetna Health and Life Insurance Co,2015-07-03,1,Life Insurance,9.109016612250766,2015,0.03733960511034673,0.1427183033790591
5699,Aetna Health Insurance Co of New York,2015-07-03,1,Life Insurance,9.109016612250766,2015,0.03733960511034673,0.1427183033790591
5700,Nabors Industries Inc,2015-11-05,2,Drilling & Drilling Support,9.46768243016626,2015,0.03733960511034673,0.1427183033790591
5701,Williams Partners LP,2015-06-22,2,Midstream - Oil & Gas,9.11996824027872,2015,0.03733960511034673,0.1427183033790591
5702,Williams Partners LP,2015-09-28,2,Midstream - Oil & Gas,9.388283126963593,2015,0.03733960511034673,0.1427183033790591
5703,Williams Partners LP,2015-12-30,2,Midstream - Oil & Gas,9.642908478613524,2015,0.03733960511034673,0.1427183033790591
5704,Niska Gas Storage Partners LLC,2015-02-02,3,Refined Products Pipelines & Storage,8.76951614338419,2015,0.03733960511034673,0.1427183033790591
5705,Sensata Technologies BV,2015-07-31,3,Application Specific Multimedia,9.317097544781891,2015,0.03733960511034673,0.1427183033790591
5706,Sensata Technologies BV,2015-11-12,3,Application Specific Multimedia,9.601839873508696,2015,0.03733960511034673,0.1427183033790591
5707,Duke Energy Carolinas LLC,2015-04-02,1,Integrated Utilities,8.994024517957248,2015,0.03733960511034673,0.1427183033790591
5708,CompuCom Systems Inc,2015-11-25,3,Information Technology (IT) Services,9.163774752390534,2015,0.03733960511034673,0.1427183033790591
5709,Thompson Creek Metals Co Inc,2015-11-18,4,Base Metals,9.147347310348604,2015,0.03733960511034673,0.1427183033790591
5710,IPC Systems Inc,2015-01-06,3,Application Software,8.430015674517614,2015,0.03733960511034673,0.1427183033790591
5711,Windstream Holding of the Midwest Inc,2015-08-06,3,Wireline Telecommunications Services,9.054258472110995,2015,0.03733960511034673,0.1427183033790591
5712,Windstream Holding of the Midwest Inc,2015-11-06,3,Wireline Telecommunications Services,9.306145916753938,2015,0.03733960511034673,0.1427183033790591
5713,Boulder Brands Inc,2015-07-29,3,Butter Manufacturing,8.607979629971869,2015,0.03733960511034673,0.1427183033790591
5714,Boulder Brands Inc,2015-11-25,3,Butter Manufacturing,8.9337905638035,2015,0.03733960511034673,0.1427183033790591
5715,Scotts Miracle-Gro Co/The,2015-11-10,3,Lawn & Garden Supplies Manufacturing,8.909149400740603,2015,0.03733960511034673,0.1427183033790591
5716,Citigroup Inc,2015-11-02,1,Diversified Banks,9.002238238978213,2015,0.03733960511034673,0.1427183033790591
5717,Citigroup Inc,2015-12-02,2,Diversified Banks,9.084375449187869,2015,0.03733960511034673,0.1427183033790591
5718,Logan's Roadhouse Inc,2015-02-03,4,Restaurants,8.25752753307734,2015,0.03733960511034673,0.1427183033790591
5719,Logan's Roadhouse Inc,2015-10-20,5,Restaurants,8.966645447887363,2015,0.03733960511034673,0.1427183033790591
5720,Goldman Sachs Group Inc/The,2015-11-02,1,Trading & Principal Investment,9.015927774013155,2015,0.03733960511034673,0.1427183033790591
5721,Goldman Sachs Group Inc/The,2015-12-02,2,Trading & Principal Investment,9.09806498422281,2015,0.03733960511034673,0.1427183033790591
5722,Bear Stearns Cos LLC/The,2015-11-02,1,Trading & Principal Investment,9.015927774013155,2015,0.03733960511034673,0.1427183033790591
5723,Bear Stearns Cos LLC/The,2015-12-02,1,Trading & Principal Investment,9.09806498422281,2015,0.03733960511034673,0.1427183033790591
5724,Goldman Sachs Execution & Clearing LP,2015-11-02,1,Institutional Brokerage,9.015927774013155,2015,0.03733960511034673,0.1427183033790591
5725,Goldman Sachs Execution & Clearing LP,2015-12-02,2,Institutional Brokerage,9.09806498422281,2015,0.03733960511034673,0.1427183033790591
5726,American Rock Salt Co LLC,2015-05-15,3,Other Mined Minerals,8.569648931874028,2015,0.03733960511034673,0.1427183033790591
5727,American Water Works Co Inc,2015-05-07,1,Water Supply Networks,8.564173117860053,2015,0.03733960511034673,0.1427183033790591
5728,TTM Technologies Inc,2015-06-01,3,Printed Circuit Boards (PCB),8.651786142083685,2015,0.03733960511034673,0.1427183033790591
5729,Berry Petroleum Co LLC,2015-10-02,3,Crude Oil & Natural Gas Exploration & Production,8.988548703943271,2015,0.03733960511034673,0.1427183033790591
5730,WideOpenWest Finance LLC,2015-04-08,3,Cable Networks,8.512152884727271,2015,0.03733960511034673,0.1427183033790591
5731,WideOpenWest Finance LLC,2015-05-21,3,Cable Networks,8.629882886027776,2015,0.03733960511034673,0.1427183033790591
5732,Harris Corp,2015-02-06,2,Electronic Aerospace & Defense Systems Manufacturing,7.857793110057017,2015,0.03733960511034673,0.1427183033790591
5733,Harris Corp,2015-05-29,2,Electronic Aerospace & Defense Systems Manufacturing,8.16443869483973,2015,0.03733960511034673,0.1427183033790591
5734,KAR Auction Services Inc,2015-07-01,3,Auto & Motor Vehicles Wholesalers,8.265741254098305,2015,0.03733960511034673,0.1427183033790591
5735,Sabra Health Care REIT Inc,2015-01-13,3,Health Care REIT,7.841365668015086,2015,0.03733960511034673,0.1427183033790591
5736,Bank of America California NA,2015-11-02,1,Banks,8.71475800324442,2015,0.03733960511034673,0.1427183033790591
5737,AZ Chem US Inc,2015-09-29,3,Basic & Diversified Chemicals Manufacturing,8.654524049090671,2015,0.03733960511034673,0.1427183033790591
5738,AZ Chem US Inc,2015-12-01,3,Basic & Diversified Chemicals Manufacturing,8.827012190530949,2015,0.03733960511034673,0.1427183033790591
5740,National CineMedia LLC,2015-04-15,3,Movie Theaters,8.208245206951545,2015,0.03733960511034673,0.1427183033790591
5741,National CineMedia Inc,2015-04-15,3,Other Advertising Services,8.208245206951545,2015,0.03733960511034673,0.1427183033790591
5742,MRC Global US Inc,2015-04-21,3,Oil & Gas Services & Equipment,8.279430789133247,2015,0.03733960511034673,0.1427183033790591
5743,David's Bridal Inc,2015-05-08,3,Women's Clothing Stores,8.32871311525904,2015,0.03733960511034673,0.1427183033790591
5744,United Guaranty Residential Insurance Co,2015-03-09,1,Mortgage Insurance,8.178128229874671,2015,0.03733960511034673,0.1427183033790591
5745,Performance Food Group Inc,2015-09-24,3,Food Products Wholesalers,8.246575905049385,2015,0.03733960511034673,0.1427183033790591
5746,Berkshire Hathaway Life Insurance Co of Nebraska,2015-08-11,1,Property & Casualty Insurance,8.128845903748878,2015,0.03733960511034673,0.1427183033790591
5747,Trilogy International Partners LLC,2015-12-22,4,Wireless Service Providers,8.51215288472727,2015,0.03733960511034673,0.1427183033790591
5748,Surgical Care Affiliates Inc/Old,2015-03-03,3,Outpatient Health Services,7.72363566671458,2015,0.03733960511034673,0.1427183033790591
5749,Surgical Care Affiliates Inc,2015-03-03,3,Health Care Facilities,7.72363566671458,2015,0.03733960511034673,0.1427183033790591
5750,Veyance Technologies Inc,2015-02-04,2,Rubber & Plastic Manufacturing,7.6524500845328784,2015,0.03733960511034673,0.1427183033790591
5751,AMC Entertainment Holdings Inc,2015-03-10,3,Movie Theaters,7.7537526437914535,2015,0.03733960511034673,0.1427183033790591
5752,Concentra Inc,2015-04-22,3,Health Care Services,7.953619855301615,2015,0.03733960511034673,0.1427183033790591
5753,FMC Corp,2015-02-09,2,Crop Chemicals Manufacturing,7.679829154602764,2015,0.03733960511034673,0.1427183033790591
5754,FMC Corp,2015-12-03,2,Crop Chemicals Manufacturing,8.49298753567835,2015,0.03733960511034673,0.1427183033790591
5755,Biomet Inc,2015-06-24,2,Reconstructive Implants Manufacturing,8.085039391637062,2015,0.03733960511034673,0.1427183033790591
5756,Cinemark Holdings Inc,2015-06-17,3,Movie Theaters,8.085039391637064,2015,0.03733960511034673,0.1427183033790591
5757,Universal Hospital Services Inc,2015-04-03,3,Medical Equipment Distribution,7.96183357632258,2015,0.03733960511034673,0.1427183033790591
5758,Delphi Financial Group Inc,2015-09-18,2,Life Insurance,8.361567999342903,2015,0.03733960511034673,0.1427183033790591
5759,Wesco Aircraft Holdings Inc,2015-08-21,3,Other Industrial Supplies Distributors,8.298596138182166,2015,0.03733960511034673,0.1427183033790591
5760,Claire's Stores Inc,2015-04-28,4,Clothing Accessories Stores,7.986474739385477,2015,0.03733960511034673,0.1427183033790591
5761,Delta Air Lines Inc,2015-07-23,3,Mainline Airline Revenue - Full Service,8.230148463007454,2015,0.03733960511034673,0.1427183033790591
5762,Knight-Swift Transportation Holdings Inc,2015-02-27,3,Asset-Based Truckload,7.857793110057017,2015,0.03733960511034673,0.1427183033790591
5763,Iconix Brand Group Inc,2015-08-07,3,"Apparel, Footwear & Accessories Brand Licensing",8.301334045189154,2015,0.03733960511034673,0.1427183033790591
5764,Iconix Brand Group Inc,2015-09-16,3,"Apparel, Footwear & Accessories Brand Licensing",8.410850325468695,2015,0.03733960511034673,0.1427183033790591
5765,HCR Healthcare LLC,2015-01-20,3,Nursing & Residential Care,7.7756558998473615,2015,0.03733960511034673,0.1427183033790591
5766,Cannery Casino Resorts LLC,2015-10-01,3,Casino Hotels,8.47382218662943,2015,0.03733960511034673,0.1427183033790591
5767,Cannery Casino Resorts LLC,2015-12-16,3,Casino Hotels,8.681903119160557,2015,0.03733960511034673,0.1427183033790591
5768,LKQ Corp,2015-12-22,3,Motor Vehicle Parts (Used) Wholesalers,8.235624277021431,2015,0.03733960511034673,0.1427183033790591
5769,Radian Guaranty Inc,2015-03-09,3,Property & Casualty Insurance,7.586740316365154,2015,0.03733960511034673,0.1427183033790591
5770,Radian Guaranty Inc,2015-12-11,3,Property & Casualty Insurance,8.34514055730097,2015,0.03733960511034673,0.1427183033790591
5771,Radian Mortgage Assurance Inc,2015-03-09,3,Property & Casualty Insurance,7.586740316365154,2015,0.03733960511034673,0.1427183033790591
5772,Radian Mortgage Assurance Inc,2015-12-10,3,Property & Casualty Insurance,8.342402650293982,2015,0.03733960511034673,0.1427183033790591
5773,Rockies Express Pipeline LLC,2015-04-14,3,Midstream - Oil & Gas,7.573050781330212,2015,0.03733960511034673,0.1427183033790591
5774,Countrywide Financial Corp,2015-11-02,1,Mortgage Lenders,8.213721020965522,2015,0.03733960511034673,0.1427183033790591
5775,Countrywide Financial Corp,2015-12-02,2,Mortgage Lenders,8.295858231175178,2015,0.03733960511034673,0.1427183033790591
5776,Countrywide Home Loans Inc,2015-11-02,1,Mortgage Finance,8.213721020965522,2015,0.03733960511034673,0.1427183033790591
5777,Countrywide Home Loans Inc,2015-12-02,2,Mortgage Finance,8.295858231175178,2015,0.03733960511034673,0.1427183033790591
5778,Colt Defense LLC,2015-02-11,4,Munitions & Small Arms Manufacturing,7.531982176225385,2015,0.03733960511034673,0.1427183033790591
5779,Colt Defense LLC,2015-04-16,4,Munitions & Small Arms Manufacturing,7.707208224672649,2015,0.03733960511034673,0.1427183033790591
5780,Colt Defense LLC,2015-05-19,5,Munitions & Small Arms Manufacturing,7.7975591559032695,2015,0.03733960511034673,0.1427183033790591
5781,Allison Transmission Inc,2015-03-20,3,Auto Parts Manufacturing,7.671615433581798,2015,0.03733960511034673,0.1427183033790591
5782,Orbitz Worldwide Inc,2015-02-13,3,Travel Information & Booking Websites,7.589478223372144,2015,0.03733960511034673,0.1427183033790591
5783,CIFC Corp,2015-10-26,3,Other Trading Activities,8.29312032416819,2015,0.03733960511034673,0.1427183033790591
5784,StandardAero Aviation Holdings Inc,2015-01-29,3,Air Transportation Support Services,7.5593612462952695,2015,0.03733960511034673,0.1427183033790591
5785,StandardAero Aviation Holdings Inc,2015-05-27,3,Air Transportation Support Services,7.882434273119913,2015,0.03733960511034673,0.1427183033790591
5786,StandardAero Aviation Holdings Inc,2015-07-08,3,Air Transportation Support Services,7.997426367413431,2015,0.03733960511034673,0.1427183033790591
5788,Union Tank Car Co,2015-08-12,1,Light Trucks Manufacturing,7.627808921469983,2015,0.03733960511034673,0.1427183033790591
5789,County of Oxford ME,2015-09-09,1,Government Regional,7.720897759707592,2015,0.03733960511034673,0.1427183033790591
5790,Synovus Bank/Columbus GA,2015-08-20,2,Banks,7.816724504952189,2015,0.03733960511034673,0.1427183033790591
5791,Synovus Financial Corp,2015-08-20,3,Banks,7.816724504952189,2015,0.03733960511034673,0.1427183033790591
5792,NGPL PipeCo LLC,2015-06-23,4,Midstream - Oil & Gas,7.526506362211407,2015,0.03733960511034673,0.1427183033790591
5793,NGPL PipeCo LLC,2015-09-04,4,Midstream - Oil & Gas,7.726373573721569,2015,0.03733960511034673,0.1427183033790591
5794,CDW LLC,2015-11-23,3,"Keyboards, Mice & Other Devices",7.986474739385477,2015,0.03733960511034673,0.1427183033790591
5795,TravelClick Inc,2015-01-14,3,Travel Information & Booking Websites,7.132247753205062,2015,0.03733960511034673,0.1427183033790591
5796,Anthem Holding Corp,2015-05-01,1,Life Insurance,7.4443691520017525,2015,0.03733960511034673,0.1427183033790591
5797,Anthem Holding Corp,2015-06-21,1,Life Insurance,7.584002409358167,2015,0.03733960511034673,0.1427183033790591
5798,United American Insurance Co,2015-10-05,1,Life Insurance,7.887910087133891,2015,0.03733960511034673,0.1427183033790591
5799,CalAtlantic Group Inc,2015-05-01,3,Single Family Home Construction,7.493651478127545,2015,0.03733960511034673,0.1427183033790591
5800,CalAtlantic Group Inc,2015-10-01,3,Single Family Home Construction,7.912551250196787,2015,0.03733960511034673,0.1427183033790591
5801,CalAtlantic Group Inc/old,2015-05-01,3,Single Family Home Construction,7.493651478127545,2015,0.03733960511034673,0.1427183033790591
5802,CalAtlantic Group Inc/old,2015-10-01,3,Single Family Home Construction,7.912551250196787,2015,0.03733960511034673,0.1427183033790591
5803,EW Scripps Co/The,2015-03-03,3,Local TV Broadcasting,7.378659383834028,2015,0.03733960511034673,0.1427183033790591
5805,Catalina Marketing Corp,2015-09-14,3,E-Marketing,7.931716599245707,2015,0.03733960511034673,0.1427183033790591
5806,HD Supply Inc,2015-08-03,3,Industrial Equipment & Supplies Distributors,7.835889854001109,2015,0.03733960511034673,0.1427183033790591
5807,SandRidge Energy Inc,2015-05-14,4,Crude Oil & Natural Gas Exploration & Production,7.165102637288925,2015,0.03733960511034673,0.1427183033790591
5808,SandRidge Energy Inc,2015-05-20,5,Crude Oil & Natural Gas Exploration & Production,7.181530079330856,2015,0.03733960511034673,0.1427183033790591
5810,PDC Energy Inc,2015-07-17,3,Crude Oil & Natural Gas Exploration & Production,7.512816827176465,2015,0.03733960511034673,0.1427183033790591
5811,Federal-Mogul Holdings LLC,2015-05-29,3,Auto Parts Manufacturing,7.400562639889936,2015,0.03733960511034673,0.1427183033790591
5812,Bank of New York Mellon Corp/The,2015-11-02,1,"Institutional Trust, Fiduciary & Custody Activities",7.348542406757154,2015,0.03733960511034673,0.1427183033790591
5813,Bank of New York Mellon Corp/The,2015-12-02,1,"Institutional Trust, Fiduciary & Custody Activities",7.43067961696681,2015,0.03733960511034673,0.1427183033790591
5814,Mellon Funding Corp,2015-11-02,1,Banks,7.348542406757154,2015,0.03733960511034673,0.1427183033790591
5815,Mellon Funding Corp,2015-12-02,1,Banks,7.43067961696681,2015,0.03733960511034673,0.1427183033790591
5816,Linn Energy LLC,2015-10-02,3,Crude Oil & Natural Gas Exploration & Production,7.293784266617385,2015,0.03733960511034673,0.1427183033790591
5817,Radian Asset Assurance Inc,2015-04-02,1,Property & Casualty Insurance,6.9816628678206945,2015,0.03733960511034673,0.1427183033790591
5818,Springleaf Finance Corp,2015-03-03,3,Consumer Finance,6.817388447401385,2015,0.03733960511034673,0.1427183033790591
5819,Springleaf Finance Corp,2015-11-13,3,Consumer Finance,7.515554734183453,2015,0.03733960511034673,0.1427183033790591
5820,Time Warner Cable Inc,2015-04-27,2,Cable & Satellite,6.932380541694902,2015,0.03733960511034673,0.1427183033790591
5821,Time Warner Cable Inc,2015-05-26,2,Cable & Satellite,7.011779844897569,2015,0.03733960511034673,0.1427183033790591
5822,Fairchild Semiconductor International Inc,2015-11-18,3,Analog Integrated Circuits,7.534720083232372,2015,0.03733960511034673,0.1427183033790591
5823,Scripps Networks Interactive Inc,2015-03-18,2,Cable Networks,6.91595309965297,2015,0.03733960511034673,0.1427183033790591
5824,Humana Health Plan of Ohio Inc,2015-07-03,1,Life Insurance,7.217122870421706,2015,0.03733960511034673,0.1427183033790591
5825,Humana Insurance Co of Kentucky,2015-07-03,1,Insurance Services & Other,7.217122870421706,2015,0.03733960511034673,0.1427183033790591
5826,SS&C Technologies Holdings Inc,2015-02-04,3,Application Software,6.82560216842235,2015,0.03733960511034673,0.1427183033790591
5827,SS&C Technologies Holdings Inc,2015-06-19,3,Application Software,7.195219614365798,2015,0.03733960511034673,0.1427183033790591
5828,Wendy's Co/The,2015-02-03,3,Fast Food Restaurants,6.3464684421993605,2015,0.03733960511034673,0.1427183033790591
5829,Wendy's Co/The,2015-05-07,3,Fast Food Restaurants,6.601093793849292,2015,0.03733960511034673,0.1427183033790591
5830,Regency Energy Partners LP,2015-01-26,3,Natural Gas Gathering & Processing,6.376585419276235,2015,0.03733960511034673,0.1427183033790591
5831,Regency Energy Partners LP,2015-05-05,2,Natural Gas Gathering & Processing,6.647638212968097,2015,0.03733960511034673,0.1427183033790591
5832,Cleveland-Cliffs Inc,2015-01-30,3,Iron Ore Mining,6.393012861318165,2015,0.03733960511034673,0.1427183033790591
5833,SRAM LLC,2015-10-26,3,Bicycles Manufacturing,7.176054265316878,2015,0.03733960511034673,0.1427183033790591
5834,TWCC Holding Corp,2015-10-29,3,Publishing & Broadcasting,7.20890914940074,2015,0.03733960511034673,0.1427183033790591
5835,ILG Inc,2015-03-27,3,Time-Share Revenue - Hotels,6.718823795149798,2015,0.03733960511034673,0.1427183033790591
5836,ION Geophysical Corp,2015-06-15,4,Seismic Surveying,6.590142165821337,2015,0.03733960511034673,0.1427183033790591
5837,First Industrial LP,2015-09-30,2,Specialty & Other Property Owners & Developers,6.978924960813706,2015,0.03733960511034673,0.1427183033790591
5838,First Industrial Realty Trust Inc,2015-09-30,2,Industrial REIT,6.978924960813706,2015,0.03733960511034673,0.1427183033790591
5839,Conagra Brands Inc,2015-07-01,2,Perishable Prepared Food Manufacturing,6.529908211667591,2015,0.03733960511034673,0.1427183033790591
5840,Deutsche Bank National Trust Co/Los Angeles CA,2015-02-03,1,Consumer Finance,6.124697974633292,2015,0.03733960511034673,0.1427183033790591
5841,Deutsche Bank National Trust Co/Los Angeles CA,2015-06-09,2,Consumer Finance,6.4696742575138435,2015,0.03733960511034673,0.1427183033790591
5842,Deutsche Bank National Trust Co/Los Angeles CA,2015-08-18,2,Consumer Finance,6.661327748003039,2015,0.03733960511034673,0.1427183033790591
5843,eBay Inc,2015-07-20,2,Electronic Auctions,6.631210770926166,2015,0.03733960511034673,0.1427183033790591
5844,Pfizer Inc,2015-11-23,1,Large Pharmaceuticals,6.822864261415361,2015,0.03733960511034673,0.1427183033790591
5845,Aflac Inc,2015-09-16,1,Protection Products Premiums,6.644900305961108,2015,0.03733960511034673,0.1427183033790591
5846,American Family Life Assurance Co of Columbus,2015-09-16,1,Life Insurance,6.644900305961108,2015,0.03733960511034673,0.1427183033790591
5847,American Family Life Assurance Co of New York,2015-09-16,1,Life Insurance,6.644900305961108,2015,0.03733960511034673,0.1427183033790591
5848,State Street Corp,2015-11-02,1,"Institutional Trust, Fiduciary & Custody Activities",6.781795656310534,2015,0.03733960511034673,0.1427183033790591
5849,State Street Corp,2015-12-02,1,"Institutional Trust, Fiduciary & Custody Activities",6.863932866520189,2015,0.03733960511034673,0.1427183033790591
5850,Ikaria Inc,2015-04-27,3,Biotechnology,5.826266110871544,2015,0.03733960511034673,0.1427183033790591
5851,HighPoint Resources Corp,2015-10-02,3,Crude Oil & Natural Gas Exploration & Production,6.272544953010671,2015,0.03733960511034673,0.1427183033790591
5852,Wendy's Restaurants LLC,2015-02-03,3,Restaurants,5.645564248410302,2015,0.03733960511034673,0.1427183033790591
5853,Wendy's Restaurants LLC,2015-05-07,3,Restaurants,5.900189600060234,2015,0.03733960511034673,0.1427183033790591
5854,ASG Consolidated LLC,2015-01-12,4,Fish & Seafood Wholesalers,5.588068201263544,2015,0.03733960511034673,0.1427183033790591
5855,ASG Consolidated LLC,2015-06-18,4,Fish & Seafood Wholesalers,6.01791960136074,2015,0.03733960511034673,0.1427183033790591
5856,ASG Consolidated LLC,2015-08-11,5,Fish & Seafood Wholesalers,6.165766579738119,2015,0.03733960511034673,0.1427183033790591
5857,Penn Virginia Corp,2015-05-28,3,Crude Oil Production,5.979588903262901,2015,0.03733960511034673,0.1427183033790591
5858,Penn Virginia Corp,2015-08-19,3,Crude Oil Production,6.206835184842947,2015,0.03733960511034673,0.1427183033790591
5859,Penn Virginia Corp,2015-12-22,4,Crude Oil Production,6.5490735607165105,2015,0.03733960511034673,0.1427183033790591
5860,First Credit Union,2015-08-13,3,Banks,5.927568670130119,2015,0.03733960511034673,0.1427183033790591
5861,Welch Foods Inc A Cooperative,2015-03-19,2,Grape Vineyards,5.544261689151728,2015,0.03733960511034673,0.1427183033790591
5862,Welch Foods Inc A Cooperative,2015-06-04,2,Grape Vineyards,5.755080528689843,2015,0.03733960511034673,0.1427183033790591
5863,Discovery Communications LLC,2015-11-03,2,Local TV & Radio Broadcast,6.226000533891867,2015,0.03733960511034673,0.1427183033790591
5864,Discovery Inc,2015-11-03,2,Cable Networks,6.226000533891867,2015,0.03733960511034673,0.1427183033790591
5865,Group Health Options Inc,2015-11-25,2,Life Insurance,6.305399837094534,2015,0.03733960511034673,0.1427183033790591
5866,Group Health Options Inc,2015-12-04,2,Life Insurance,6.33004100015743,2015,0.03733960511034673,0.1427183033790591
5867,Humana Inc,2015-07-03,2,Managed Care Medicare,5.965899368227958,2015,0.03733960511034673,0.1427183033790591
5868,Remington Outdoor Co Inc,2015-08-26,3,Small Arms Manufacturing,6.1301737886472685,2015,0.03733960511034673,0.1427183033790591
5869,Renaissance Reinsurance US Inc,2015-07-13,1,Property & Casualty Reinsurance,5.566164945207636,2015,0.03733960511034673,0.1427183033790591
5870,DCP Midstream LP,2015-02-23,3,Dry Natural Gas Pipelines,5.212974941306118,2015,0.03733960511034673,0.1427183033790591
5871,HC2 Holdings Inc,2015-12-15,3,Wireline Telecommunications Services,6.0288712293886935,2015,0.03733960511034673,0.1427183033790591
